task_id,solve_rate,n_systems,disagreement,entropy_bits
scikit-learn__scikit-learn-26194,0.022222222222222223,45,0.08691358024691358,0.15374218032876188
scikit-learn__scikit-learn-26323,0.7555555555555555,45,0.7387654320987654,0.8023534428291901
scikit-learn__scikit-learn-9288,0.7333333333333333,45,0.7822222222222224,0.8366407419411672
sphinx-doc__sphinx-10323,0.5555555555555556,45,0.9876543209876543,0.9910760598382222
sphinx-doc__sphinx-10435,0.022222222222222223,45,0.08691358024691358,0.15374218032876188
sphinx-doc__sphinx-10449,0.6222222222222222,45,0.9402469135802469,0.9564574047992594
sphinx-doc__sphinx-10466,0.7555555555555555,45,0.7387654320987654,0.8023534428291901
sphinx-doc__sphinx-10614,0.022222222222222223,45,0.08691358024691358,0.15374218032876188
sphinx-doc__sphinx-10673,0.5555555555555556,45,0.9876543209876543,0.9910760598382222
sphinx-doc__sphinx-11445,0.5333333333333333,45,0.9955555555555555,0.9967916319816366
sphinx-doc__sphinx-11510,0.0,45,0.0,0.0
sphinx-doc__sphinx-7440,0.5777777777777777,45,0.9758024691358025,0.982474086838641
sphinx-doc__sphinx-7454,0.4222222222222222,45,0.9758024691358024,0.9824740868386409
sphinx-doc__sphinx-7462,0.022222222222222223,45,0.08691358024691358,0.15374218032876188
sphinx-doc__sphinx-7590,0.022222222222222223,45,0.08691358024691358,0.15374218032876188
sphinx-doc__sphinx-7748,0.0,45,0.0,0.0
sphinx-doc__sphinx-7757,0.6222222222222222,45,0.9402469135802469,0.9564574047992594
sphinx-doc__sphinx-7889,0.6666666666666666,45,0.888888888888889,0.9182958340544896
sphinx-doc__sphinx-7910,0.6888888888888889,45,0.8572839506172839,0.8944518845341283
sphinx-doc__sphinx-7985,0.022222222222222223,45,0.08691358024691358,0.15374218032876188
sphinx-doc__sphinx-8035,0.6444444444444445,45,0.9165432098765431,0.9389320105807948
sphinx-doc__sphinx-8056,0.24444444444444444,45,0.7387654320987654,0.8023534428291901
sphinx-doc__sphinx-8120,0.6666666666666666,45,0.888888888888889,0.9182958340544896
sphinx-doc__sphinx-8265,0.26666666666666666,45,0.7822222222222223,0.8366407419411672
sphinx-doc__sphinx-8269,0.6666666666666666,45,0.888888888888889,0.9182958340544896
sphinx-doc__sphinx-8459,0.5777777777777777,45,0.9758024691358025,0.982474086838641
sphinx-doc__sphinx-8475,0.6888888888888889,45,0.8572839506172839,0.8944518845341283
sphinx-doc__sphinx-8548,0.15555555555555556,45,0.5254320987654321,0.6235702082127974
sphinx-doc__sphinx-8551,0.5333333333333333,45,0.9955555555555555,0.9967916319816366
sphinx-doc__sphinx-8593,0.5555555555555556,45,0.9876543209876543,0.9910760598382222
sphinx-doc__sphinx-8595,0.5111111111111111,45,0.9995061728395062,0.9996437496778561
sphinx-doc__sphinx-8621,0.4666666666666667,45,0.9955555555555555,0.9967916319816366
sphinx-doc__sphinx-8638,0.1111111111111111,45,0.3950617283950617,0.5032583347756457
sphinx-doc__sphinx-8721,0.7777777777777778,45,0.691358024691358,0.7642045065086203
sphinx-doc__sphinx-9229,0.0,45,0.0,0.0
sphinx-doc__sphinx-9230,0.4888888888888889,45,0.999506172839506,0.9996437496778561
sphinx-doc__sphinx-9258,0.4222222222222222,45,0.9758024691358024,0.9824740868386409
sphinx-doc__sphinx-9281,0.6,45,0.96,0.9709505944546686
sphinx-doc__sphinx-9320,0.8,45,0.6399999999999999,0.7219280948873623
sphinx-doc__sphinx-9367,0.7555555555555555,45,0.7387654320987654,0.8023534428291901
sphinx-doc__sphinx-9461,0.022222222222222223,45,0.08691358024691358,0.15374218032876188
sphinx-doc__sphinx-9591,0.37777777777777777,45,0.9402469135802469,0.9564574047992594
sphinx-doc__sphinx-9602,0.044444444444444446,45,0.16987654320987655,0.2623112196143366
sphinx-doc__sphinx-9658,0.4222222222222222,45,0.9758024691358024,0.9824740868386409
sphinx-doc__sphinx-9673,0.6666666666666666,45,0.888888888888889,0.9182958340544896
sphinx-doc__sphinx-9698,0.7555555555555555,45,0.7387654320987654,0.8023534428291901
sphinx-doc__sphinx-9711,0.6222222222222222,45,0.9402469135802469,0.9564574047992594
sympy__sympy-11618,0.7555555555555555,45,0.7387654320987654,0.8023534428291901
sympy__sympy-12096,0.8666666666666667,45,0.46222222222222215,0.5665095065529052
sympy__sympy-12419,0.5333333333333333,45,0.9955555555555555,0.9967916319816366
sympy__sympy-12481,0.7777777777777778,45,0.691358024691358,0.7642045065086203
sympy__sympy-12489,0.2,45,0.6400000000000001,0.7219280948873623
sympy__sympy-13031,0.3111111111111111,45,0.8572839506172839,0.8944518845341283
sympy__sympy-13091,0.3333333333333333,45,0.888888888888889,0.9182958340544896
sympy__sympy-13372,0.8,45,0.6399999999999999,0.7219280948873623
sympy__sympy-13480,0.9111111111111111,45,0.3239506172839507,0.43275015878875406
sympy__sympy-13551,0.4888888888888889,45,0.999506172839506,0.9996437496778561
sympy__sympy-13615,0.4888888888888889,45,0.999506172839506,0.9996437496778561
sympy__sympy-13647,0.8,45,0.6399999999999999,0.7219280948873623
sympy__sympy-13757,0.5555555555555556,45,0.9876543209876543,0.9910760598382222
sympy__sympy-13798,0.08888888888888889,45,0.32395061728395064,0.43275015878875406
sympy__sympy-13852,0.0,45,0.0,0.0
sympy__sympy-13877,0.26666666666666666,45,0.7822222222222223,0.8366407419411672
sympy__sympy-13878,0.5777777777777777,45,0.9758024691358025,0.982474086838641
sympy__sympy-13974,0.2222222222222222,45,0.691358024691358,0.7642045065086203
sympy__sympy-14248,0.08888888888888889,45,0.32395061728395064,0.43275015878875406
sympy__sympy-14531,0.7111111111111111,45,0.8217283950617283,0.8672816222000259
sympy__sympy-14711,0.8,45,0.6399999999999999,0.7219280948873623
sympy__sympy-14976,0.4444444444444444,45,0.9876543209876543,0.9910760598382222
sympy__sympy-15017,0.4222222222222222,45,0.9758024691358024,0.9824740868386409
sympy__sympy-15345,0.6,45,0.96,0.9709505944546686
sympy__sympy-15349,0.6888888888888889,45,0.8572839506172839,0.8944518845341283
sympy__sympy-15599,0.3111111111111111,45,0.8572839506172839,0.8944518845341283
sympy__sympy-15809,0.6666666666666666,45,0.888888888888889,0.9182958340544896
sympy__sympy-15875,0.4666666666666667,45,0.9955555555555555,0.9967916319816366
sympy__sympy-15976,0.37777777777777777,45,0.9402469135802469,0.9564574047992594
sympy__sympy-16450,0.8,45,0.6399999999999999,0.7219280948873623
sympy__sympy-16597,0.022222222222222223,45,0.08691358024691358,0.15374218032876188
sympy__sympy-16766,0.8666666666666667,45,0.46222222222222215,0.5665095065529052
sympy__sympy-16792,0.6222222222222222,45,0.9402469135802469,0.9564574047992594
sympy__sympy-16886,0.8666666666666667,45,0.46222222222222215,0.5665095065529052
sympy__sympy-17139,0.6444444444444445,45,0.9165432098765431,0.9389320105807948
sympy__sympy-17318,0.022222222222222223,45,0.08691358024691358,0.15374218032876188
sympy__sympy-17630,0.044444444444444446,45,0.16987654320987655,0.2623112196143366
sympy__sympy-17655,0.6,45,0.96,0.9709505944546686
sympy__sympy-18189,0.6888888888888889,45,0.8572839506172839,0.8944518845341283
sympy__sympy-18199,0.022222222222222223,45,0.08691358024691358,0.15374218032876188
sympy__sympy-18211,0.5111111111111111,45,0.9995061728395062,0.9996437496778561
sympy__sympy-18698,0.3333333333333333,45,0.888888888888889,0.9182958340544896
sympy__sympy-18763,0.24444444444444444,45,0.7387654320987654,0.8023534428291901
sympy__sympy-19040,0.2222222222222222,45,0.691358024691358,0.7642045065086203
sympy__sympy-19346,0.7777777777777778,45,0.691358024691358,0.7642045065086203
sympy__sympy-19495,0.4888888888888889,45,0.999506172839506,0.9996437496778561
sympy__sympy-19637,0.8444444444444444,45,0.5254320987654321,0.6235702082127974
sympy__sympy-19783,0.5777777777777777,45,0.9758024691358025,0.982474086838641
sympy__sympy-19954,0.7333333333333333,45,0.7822222222222224,0.8366407419411672
sympy__sympy-20154,0.8,45,0.6399999999999999,0.7219280948873623
sympy__sympy-20428,0.0,45,0.0,0.0
sympy__sympy-20438,0.0,45,0.0,0.0
sympy__sympy-20590,0.6,45,0.96,0.9709505944546686
sympy__sympy-20801,0.6222222222222222,45,0.9402469135802469,0.9564574047992594
sympy__sympy-20916,0.06666666666666667,45,0.24888888888888888,0.35335933502142136
sympy__sympy-21379,0.4888888888888889,45,0.999506172839506,0.9996437496778561
sympy__sympy-21596,0.022222222222222223,45,0.08691358024691358,0.15374218032876188
sympy__sympy-21612,0.13333333333333333,45,0.46222222222222226,0.5665095065529053
sympy__sympy-21847,0.8444444444444444,45,0.5254320987654321,0.6235702082127974
sympy__sympy-21930,0.0,45,0.0,0.0
sympy__sympy-22080,0.022222222222222223,45,0.08691358024691358,0.15374218032876188
sympy__sympy-22456,0.7111111111111111,45,0.8217283950617283,0.8672816222000259
sympy__sympy-22714,0.7111111111111111,45,0.8217283950617283,0.8672816222000259
sympy__sympy-22914,0.8444444444444444,45,0.5254320987654321,0.6235702082127974
sympy__sympy-23262,0.6888888888888889,45,0.8572839506172839,0.8944518845341283
sympy__sympy-23413,0.26666666666666666,45,0.7822222222222223,0.8366407419411672
sympy__sympy-23534,0.7777777777777778,45,0.691358024691358,0.7642045065086203
sympy__sympy-23824,0.7777777777777778,45,0.691358024691358,0.7642045065086203
sympy__sympy-23950,0.5777777777777777,45,0.9758024691358025,0.982474086838641
sympy__sympy-24066,0.6888888888888889,45,0.8572839506172839,0.8944518845341283
sympy__sympy-24213,0.8666666666666667,45,0.46222222222222215,0.5665095065529052
sympy__sympy-24443,0.8444444444444444,45,0.5254320987654321,0.6235702082127974
sympy__sympy-24539,0.8666666666666667,45,0.46222222222222215,0.5665095065529052
sympy__sympy-24562,0.4888888888888889,45,0.999506172839506,0.9996437496778561
sympy__sympy-24661,0.7777777777777778,45,0.691358024691358,0.7642045065086203
